t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,5.080076630810962,1.6651399940121956,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
7.97,0.09736314776945054,0.00855777444165895,0.09736314776945054,0.00855777444165895,0.09736314776945054,0.00855777444165895,5.177363147769451,1.6758850846730167,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
7.98,0.09739312920690857,0.008569425948636633,0.09739312920690857,0.008569425948636633,0.09739312920690857,0.008569425948636633,5.177393129206909,1.6758967361799944,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
7.99,0.09742287132728755,0.00858102289111251,0.09742287132728755,0.00858102289111251,0.09742287132728755,0.00858102289111251,5.177422871327288,1.6759083331224702,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.0,0.09745237509973137,0.008592565187276024,0.09745237509973137,0.008592565187276024,0.09745237509973137,0.008592565187276024,5.177452375099731,1.6759198754186337,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.01,0.09748164147903093,0.008604052766321368,0.09748164147903093,0.008604052766321368,0.09748164147903093,0.008604052766321368,5.177481641479031,1.675931362997679,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.02,0.0975106713819649,0.008615485502452946,0.0975106713819649,0.008615485502452946,0.0975106713819649,0.008615485502452946,5.177510671381965,1.6759427957338107,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.03,0.09753946579769046,0.00862686333595053,0.09753946579769046,0.00862686333595053,0.09753946579769046,0.00862686333595053,5.1775394657976905,1.6759541735673082,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.04,0.09756802567793699,0.008638186181003205,0.09756802567793699,0.008638186181003205,0.09756802567793699,0.008638186181003205,5.177568025677937,1.675965496412361,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.05,0.0975963519951435,0.008649453957540798,0.0975963519951435,0.008649453957540798,0.0975963519951435,0.008649453957540798,5.177596351995144,1.6759767641888985,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.06,0.09762444573455298,0.008660666619727309,0.09762444573455298,0.008660666619727309,0.09762444573455298,0.008660666619727309,5.177624445734553,1.675987976851085,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.07,0.09765230787388735,0.008671824099091952,0.09765230787388735,0.008671824099091952,0.09765230787388735,0.008671824099091952,5.177652307873887,1.6759991343304497,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.08,0.09767993941384567,0.00868292636296264,0.09767993941384567,0.00868292636296264,0.09767993941384567,0.00868292636296264,5.177679939413846,1.6760102365943204,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.09,0.09770734130797898,0.00869397332104116,0.09770734130797898,0.00869397332104116,0.09770734130797898,0.00869397332104116,5.177707341307979,1.6760212835523989,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.1,0.09773451457588855,0.008704964945931204,0.09773451457588855,0.008704964945931204,0.09773451457588855,0.008704964945931204,5.177734514575889,1.676032275177289,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.11,0.09776146020950005,0.008715901184096264,0.09776146020950005,0.008715901184096264,0.09776146020950005,0.008715901184096264,5.1777614602095,1.676043211415454,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.12,0.09778817918640303,0.008726781983321663,0.09778817918640303,0.008726781983321663,0.09778817918640303,0.008726781983321663,5.177788179186403,1.6760540922146794,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.13,0.09781467254537102,0.008737607328929364,0.09781467254537102,0.008737607328929364,0.09781467254537102,0.008737607328929364,5.177814672545371,1.676064917560287,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.14,0.0978409412863499,0.00874837718547572,0.0978409412863499,0.00874837718547572,0.0978409412863499,0.00874837718547572,5.17784094128635,1.6760756874168334,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.15,0.09786698643591052,0.008759091548000697,0.09786698643591052,0.008759091548000697,0.09786698643591052,0.008759091548000697,5.177866986435911,1.6760864017793584,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.16,0.09789280897910313,0.008769750360228201,0.09789280897910313,0.008769750360228201,0.09789280897910313,0.008769750360228201,5.177892808979103,1.676097060591586,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.17,0.09791840995756562,0.008780353624221693,0.09791840995756562,0.008780353624221693,0.09791840995756562,0.008780353624221693,5.177918409957566,1.6761076638555794,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.18,0.0979437903787499,0.008790901304368104,0.0979437903787499,0.008790901304368104,0.0979437903787499,0.008790901304368104,5.17794379037875,1.6761182115357258,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.19,0.09796895126793714,0.008801393407660951,0.09796895126793714,0.008801393407660951,0.09796895126793714,0.008801393407660951,5.177968951267937,1.6761287036390187,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.2,0.09799389366361932,0.008811829917323877,0.09799389366361932,0.008811829917323877,0.09799389366361932,0.008811829917323877,5.177993893663619,1.6761391401486816,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.21,0.09801861859251204,0.008822210834139588,0.09801861859251204,0.008822210834139588,0.09801861859251204,0.008822210834139588,5.178018618592512,1.6761495210654973,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.22,0.09804312709810503,0.008832536180048978,0.09804312709810503,0.008832536180048978,0.09804312709810503,0.008832536180048978,5.178043127098105,1.6761598464114067,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.23,0.09806742020480819,0.00884280593588671,0.09806742020480819,0.00884280593588671,0.09806742020480819,0.00884280593588671,5.178067420204808,1.6761701161672444,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.24,0.09809149895098557,0.008853020121185384,0.09809149895098557,0.008853020121185384,0.09809149895098557,0.008853020121185384,5.178091498950986,1.676180330352543,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.25,0.0981153643700976,0.008863178732236854,0.0981153643700976,0.008863178732236854,0.0981153643700976,0.008863178732236854,5.178115364370098,1.6761904889635946,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.26,0.09813901750616871,0.008873281800342747,0.09813901750616871,0.008873281800342747,0.09813901750616871,0.008873281800342747,5.178139017506169,1.6762005920317005,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.27,0.09816245940888457,0.008883329333822854,0.09816245940888457,0.008883329333822854,0.09816245940888457,0.008883329333822854,5.178162459408885,1.6762106395651806,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.28,0.09818569112119757,0.008893321358362405,0.09818569112119757,0.008893321358362405,0.09818569112119757,0.008893321358362405,5.178185691121198,1.6762206315897201,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.29,0.09820871370202511,0.008903257920382934,0.09820871370202511,0.008903257920382934,0.09820871370202511,0.008903257920382934,5.178208713702025,1.6762305681517407,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.3,0.09823152819039827,0.0089131390293129,0.09823152819039827,0.0089131390293129,0.09823152819039827,0.0089131390293129,5.178231528190398,1.6762404492606706,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.31,0.098254135641616,0.008922964728750093,0.098254135641616,0.008922964728750093,0.098254135641616,0.008922964728750093,5.178254135641616,1.6762502749601078,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.32,0.09827653708364181,0.00893273504525216,0.09827653708364181,0.00893273504525216,0.09827653708364181,0.00893273504525216,5.178276537083642,1.6762600452766099,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.33,0.09829873359427221,0.008942450018864845,0.09829873359427221,0.008942450018864845,0.09829873359427221,0.008942450018864845,5.178298733594272,1.6762697602502226,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.34,0.0983207262167376,0.008952109691250376,0.0983207262167376,0.008952109691250376,0.0983207262167376,0.008952109691250376,5.178320726216738,1.676279419922608,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.35,0.09834251601270516,0.00896171411362734,0.09834251601270516,0.00896171411362734,0.09834251601270516,0.00896171411362734,5.178342516012705,1.676289024344985,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.36,0.09836410404329587,0.008971263343611202,0.09836410404329587,0.008971263343611202,0.09836410404329587,0.008971263343611202,5.178364104043296,1.676298573574969,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.37,0.09838549135651498,0.008980757424477792,0.09838549135651498,0.008980757424477792,0.09838549135651498,0.008980757424477792,5.178385491356515,1.6763080676558355,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.38,0.09840667900650679,0.008990196410726847,0.09840667900650679,0.008990196410726847,0.09840667900650679,0.008990196410726847,5.178406679006507,1.6763175066420846,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.39,0.09842766806303782,0.008999580372104798,0.09842766806303782,0.008999580372104798,0.09842766806303782,0.008999580372104798,5.178427668063038,1.6763268906034625,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.4,0.09844845956903736,0.009008909351710503,0.09844845956903736,0.009008909351710503,0.09844845956903736,0.009008909351710503,5.178448459569037,1.6763362195830682,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.41,0.0984690545879836,0.009018183411753311,0.0984690545879836,0.009018183411753311,0.0984690545879836,0.009018183411753311,5.178469054587984,1.676345493643111,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.42,0.0984894541858301,0.009027402632697967,0.0984894541858301,0.009027402632697967,0.0984894541858301,0.009027402632697967,5.17848945418583,1.6763547128640557,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.43,0.09850965942005452,0.00903656707994438,0.09850965942005452,0.00903656707994438,0.09850965942005452,0.00903656707994438,5.178509659420055,1.676363877311302,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.44,0.0985296713620949,0.00904567684470825,0.0985296713620949,0.00904567684470825,0.0985296713620949,0.00904567684470825,5.178529671362095,1.676372987076066,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.45,0.09854949104594635,0.00905473197444051,0.09854949104594635,0.00905473197444051,0.09854949104594635,0.00905473197444051,5.178549491045946,1.6763820422057982,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.46,0.09856911954933256,0.009063732563078908,0.09856911954933256,0.009063732563078908,0.09856911954933256,0.009063732563078908,5.178569119549333,1.6763910427944366,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.47,0.09858855791944166,0.009072678674931556,0.09858855791944166,0.009072678674931556,0.09858855791944166,0.009072678674931556,5.178588557919442,1.6763999889062893,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.48,0.09860780721870555,0.009081570405531147,0.09860780721870555,0.009081570405531147,0.09860780721870555,0.009081570405531147,5.178607807218706,1.6764088806368889,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.49,0.09862686851760927,0.009090407839787318,0.09862686851760927,0.009090407839787318,0.09862686851760927,0.009090407839787318,5.178626868517609,1.676417718071145,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.5,0.09864574285406214,0.009099191059306566,0.09864574285406214,0.009099191059306566,0.09864574285406214,0.009099191059306566,5.178645742854062,1.6764265012906643,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.51,0.09866443130601166,0.009107920165743577,0.09866443130601166,0.009107920165743577,0.09866443130601166,0.009107920165743577,5.178664431306012,1.6764352303971013,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.52,0.09868293492762792,0.009116595250931114,0.09868293492762792,0.009116595250931114,0.09868293492762792,0.009116595250931114,5.178682934927628,1.6764439054822888,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.53,0.09870125475772529,0.009125216410636128,0.09870125475772529,0.009125216410636128,0.09870125475772529,0.009125216410636128,5.178701254757725,1.6764525266419938,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.54,0.09871939186814149,0.00913378373471807,0.09871939186814149,0.00913378373471807,0.09871939186814149,0.00913378373471807,5.178719391868142,1.6764610939660758,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.55,0.0987373473044757,0.009142297322029869,0.0987373473044757,0.009142297322029869,0.0987373473044757,0.009142297322029869,5.178737347304476,1.6764696075533876,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.56,0.09875512212114579,0.009150757276624732,0.09875512212114579,0.009150757276624732,0.09875512212114579,0.009150757276624732,5.178755122121146,1.6764780675079825,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.57,0.09877271737453075,0.00915916370651515,0.09877271737453075,0.00915916370651515,0.09877271737453075,0.00915916370651515,5.178772717374531,1.6764864739378729,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.58,0.09879013412232052,0.00916751673029026,0.09879013412232052,0.00916751673029026,0.09879013412232052,0.00916751673029026,5.178790134122321,1.676494826961648,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.59,0.09880737340789558,0.009175816442816842,0.09880737340789558,0.009175816442816842,0.09880737340789558,0.009175816442816842,5.178807373407896,1.6765031266741746,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.6,0.09882443627561344,0.009184062958123018,0.09882443627561344,0.009184062958123018,0.09882443627561344,0.009184062958123018,5.1788244362756135,1.6765113731894807,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.61,0.0988413237826844,0.009192256398202092,0.0988413237826844,0.009192256398202092,0.0988413237826844,0.009192256398202092,5.1788413237826845,1.6765195666295598,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.62,0.09885803696821593,0.009200396865296723,0.09885803696821593,0.009200396865296723,0.09885803696821593,0.009200396865296723,5.178858036968216,1.6765277070966544,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.63,0.0988745768644419,0.009208484472018164,0.0988745768644419,0.009208484472018164,0.0988745768644419,0.009208484472018164,5.178874576864442,1.6765357947033759,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.64,0.09889094453467084,0.009216519351037622,0.09889094453467084,0.009216519351037622,0.09889094453467084,0.009216519351037622,5.178890944534671,1.6765438295823953,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.65,0.09890714101484921,0.009224501621285297,0.09890714101484921,0.009224501621285297,0.09890714101484921,0.009224501621285297,5.178907141014849,1.676551811852643,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.66,0.09892316735224593,0.009232431418872089,0.09892316735224593,0.009232431418872089,0.09892316735224593,0.009232431418872089,5.178923167352246,1.6765597416502298,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.67,0.09893902456608128,0.009240308848645462,0.09893902456608128,0.009240308848645462,0.09893902456608128,0.009240308848645462,5.178939024566081,1.6765676190800032,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.68,0.0989547137052682,0.009248134049651746,0.0989547137052682,0.009248134049651746,0.0989547137052682,0.009248134049651746,5.178954713705268,1.6765754442810095,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.69,0.09897023579474329,0.009255907138583153,0.09897023579474329,0.009255907138583153,0.09897023579474329,0.009255907138583153,5.178970235794743,1.6765832173699409,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.7,0.098985591869023,0.00926362825587801,0.098985591869023,0.00926362825587801,0.098985591869023,0.00926362825587801,5.178985591869023,1.6765909384872357,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.71,0.09900078296688708,0.009271297533684608,0.09900078296688708,0.009271297533684608,0.09900078296688708,0.009271297533684608,5.179000782966887,1.6765986077650423,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.72,0.09901581010030913,0.009278915100675578,0.09901581010030913,0.009278915100675578,0.09901581010030913,0.009278915100675578,5.179015810100309,1.6766062253320333,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.73,0.09903067431013657,0.009286481101657307,0.09903067431013657,0.009286481101657307,0.09903067431013657,0.009286481101657307,5.179030674310137,1.676613791333015,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
