t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,5.600826524610178,0.9131017557795497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.13,0.11696392006885414,-0.6380178790842568,0.11696392006885414,-0.6380178790842568,0.11696392006885414,-0.6380178790842568,5.716963920068854,0.2810903048581289,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.14,0.1169842158348029,-0.6382217952099344,0.1169842158348029,-0.6382217952099344,0.1169842158348029,-0.6382217952099344,5.7169842158348025,0.2808863887324513,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.15,0.11700429779408861,-0.6384243372049562,0.11700429779408861,-0.6384243372049562,0.11700429779408861,-0.6384243372049562,5.717004297794088,0.2806838467374295,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.16,0.1170241672859138,-0.63862550813808,0.1170241672859138,-0.63862550813808,0.1170241672859138,-0.63862550813808,5.7170241672859134,0.28048267580430575,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.17,0.1170438256429902,-0.6388253111442498,0.1170438256429902,-0.6388253111442498,0.1170438256429902,-0.6388253111442498,5.71704382564299,0.2802828727981359,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.18,0.11706327420116569,-0.6390237494140859,0.11706327420116569,-0.6390237494140859,0.11706327420116569,-0.6390237494140859,5.717063274201165,0.2800844345282998,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.19,0.11708251429072991,-0.6392208261952989,0.11708251429072991,-0.6392208261952989,0.11708251429072991,-0.6392208261952989,5.7170825142907296,0.27988735774708684,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.2,0.11710154723823774,-0.6394165447906954,0.11710154723823774,-0.6394165447906954,0.11710154723823774,-0.6394165447906954,5.717101547238237,0.27969163915169026,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.21,0.11712037437054512,-0.6396109085617722,0.11712037437054512,-0.6396109085617722,0.11712037437054512,-0.6396109085617722,5.717120374370545,0.27949727538061353,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.22,0.11713899701058317,-0.6398039209254216,0.11713899701058317,-0.6398039209254216,0.11713899701058317,-0.6398039209254216,5.717138997010583,0.2793042630169641,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.23,0.11715741647574252,-0.6399955853435144,0.11715741647574252,-0.6399955853435144,0.11715741647574252,-0.6399955853435144,5.717157416475742,0.2791125985988713,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.24,0.11717563408200427,-0.6401859053395459,0.11717563408200427,-0.6401859053395459,0.11717563408200427,-0.6401859053395459,5.717175634082004,0.2789222786028398,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.25,0.11719365114323033,-0.640374884485675,0.11719365114323033,-0.640374884485675,0.11719365114323033,-0.640374884485675,5.71719365114323,0.27873329945671066,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.26,0.11721146896774215,-0.6405625264017076,0.11721146896774215,-0.6405625264017076,0.11721146896774215,-0.6405625264017076,5.717211468967742,0.27854565754067806,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.27,0.11722908886046302,-0.6407488347571871,0.11722908886046302,-0.6407488347571871,0.11722908886046302,-0.6407488347571871,5.717229088860463,0.27835934918519856,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.28,0.11724651212490489,-0.6409338132724849,0.11724651212490489,-0.6409338132724849,0.11724651212490489,-0.6409338132724849,5.7172465121249045,0.2781743706699008,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.29,0.11726374006045681,-0.6411174657167603,0.11726374006045681,-0.6411174657167603,0.11726374006045681,-0.6411174657167603,5.7172637400604565,0.2779907182256254,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.3,0.11728077395999215,-0.6412997958965596,0.11728077395999215,-0.6412997958965596,0.11728077395999215,-0.6412997958965596,5.717280773959992,0.2778083880458261,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.31,0.11729761511450398,-0.6414808076730014,0.11729761511450398,-0.6414808076730014,0.11729761511450398,-0.6414808076730014,5.717297615114504,0.2776273762693843,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.32,0.11731426481296126,-0.6416605049544557,0.11731426481296126,-0.6416605049544557,0.11731426481296126,-0.6416605049544557,5.717314264812961,0.27744767898793,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.33,0.11733072433665725,-0.6418388916774236,0.11733072433665725,-0.6418388916774236,0.11733072433665725,-0.6418388916774236,5.717330724336657,0.2772692922649621,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.34,0.11734699496487,-0.6420159718354793,0.11734699496487,-0.6420159718354793,0.11734699496487,-0.6420159718354793,5.71734699496487,0.2770922121069064,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.35,0.1173630779727981,-0.6421917494589143,0.1173630779727981,-0.6421917494589143,0.1173630779727981,-0.6421917494589143,5.717363077972798,0.27691643448347136,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.36,0.11737897463455571,-0.6423662286210488,0.11737897463455571,-0.6423662286210488,0.11737897463455571,-0.6423662286210488,5.717378974634555,0.27674195532133694,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.37,0.1173946862131201,-0.6425394134274939,0.1173946862131201,-0.6425394134274939,0.1173946862131201,-0.6425394134274939,5.71739468621312,0.2765687705148918,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.38,0.11741021397310014,-0.6427113080321857,0.11741021397310014,-0.6427113080321857,0.11741021397310014,-0.6427113080321857,5.7174102139731,0.2763968759102,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.39,0.11742555917197883,-0.6428819166258147,0.11742555917197883,-0.6428819166258147,0.11742555917197883,-0.6428819166258147,5.7174255591719785,0.27622626731657096,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.4,0.11744072306424336,-0.6430512434279007,0.11744072306424336,-0.6430512434279007,0.11744072306424336,-0.6430512434279007,5.717440723064243,0.27605694051448504,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.41,0.11745570690079532,-0.6432192927055569,0.11745570690079532,-0.6432192927055569,0.11745570690079532,-0.6432192927055569,5.717455706900795,0.2758888912368288,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.42,0.11747051192701807,-0.6433860687502552,0.11747051192701807,-0.6433860687502552,0.11747051192701807,-0.6433860687502552,5.717470511927018,0.2757221151921305,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.43,0.11748513938356187,-0.6435515758975571,0.11748513938356187,-0.6435515758975571,0.11748513938356187,-0.6435515758975571,5.7174851393835615,0.2755566080448286,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.44,0.11749959050823566,-0.6437158185159217,0.11749959050823566,-0.6437158185159217,0.11749959050823566,-0.6437158185159217,5.717499590508235,0.27539236542646395,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.45,0.1175138665344777,-0.6438788009980301,0.1175138665344777,-0.6438788009980301,0.1175138665344777,-0.6438788009980301,5.717513866534477,0.2752293829443556,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.46,0.11752796868798576,-0.6440405277787024,0.11752796868798576,-0.6440405277787024,0.11752796868798576,-0.6440405277787024,5.717527968687985,0.27506765616368334,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.47,0.11754189819422844,-0.6442010033218134,0.11754189819422844,-0.6442010033218134,0.11754189819422844,-0.6442010033218134,5.717541898194228,0.2749071806205723,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.48,0.11755565627276798,-0.6443602321150643,0.11755565627276798,-0.6443602321150643,0.11755565627276798,-0.6443602321150643,5.717555656272768,0.27474795182732137,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.49,0.1175692441382985,-0.6445182186857481,0.1175692441382985,-0.6445182186857481,0.1175692441382985,-0.6445182186857481,5.717569244138298,0.2745899652566376,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.5,0.11758266300092135,-0.6446749675813583,0.11758266300092135,-0.6446749675813583,0.11758266300092135,-0.6446749675813583,5.717582663000921,0.27443321636102735,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.51,0.11759591406537417,-0.6448304833833777,0.11759591406537417,-0.6448304833833777,0.11759591406537417,-0.6448304833833777,5.717595914065374,0.274277700559008,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.52,0.11760899853413154,-0.6449847706985441,0.11760899853413154,-0.6449847706985441,0.11760899853413154,-0.6449847706985441,5.717608998534131,0.2741234132438416,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.53,0.1176219176049349,-0.6451378341652986,0.1176219176049349,-0.6451378341652986,0.1176219176049349,-0.6451378341652986,5.7176219176049345,0.2739703497770871,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.54,0.11763467246748949,-0.6452896784352027,0.11763467246748949,-0.6452896784352027,0.11763467246748949,-0.6452896784352027,5.717634672467489,0.273818505507183,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.55,0.11764726431054573,-0.6454403081981599,0.11764726431054573,-0.6454403081981599,0.11764726431054573,-0.6454403081981599,5.717647264310545,0.2736678757442258,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.56,0.1176596943169006,-0.645589728162536,0.1176596943169006,-0.645589728162536,0.1176596943169006,-0.645589728162536,5.7176596943169,0.2735184557798497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.57,0.11767196366380084,-0.6457379430593123,0.11767196366380084,-0.6457379430593123,0.11767196366380084,-0.6457379430593123,5.7176719636638005,0.2733702408830734,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.58,0.11768407352613419,-0.6458849576485234,0.11768407352613419,-0.6458849576485234,0.11768407352613419,-0.6458849576485234,5.717684073526134,0.2732232262938623,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.59,0.11769602507089161,-0.6460307767016882,0.11769602507089161,-0.6460307767016882,0.11769602507089161,-0.6460307767016882,5.717696025070891,0.2730774072406975,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.6,0.11770781946277964,-0.6461754050230931,0.11770781946277964,-0.6461754050230931,0.11770781946277964,-0.6461754050230931,5.717707819462779,0.2729327789192926,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.61,0.11771945785999538,-0.6463188474338215,0.11771945785999538,-0.6463188474338215,0.11771945785999538,-0.6463188474338215,5.717719457859995,0.2727893365085642,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.62,0.11773094141635987,-0.646461108770125,0.11773094141635987,-0.646461108770125,0.11773094141635987,-0.646461108770125,5.7177309414163595,0.2726470751722607,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.63,0.1177422712831584,-0.646602193896885,0.1177422712831584,-0.646602193896885,0.1177422712831584,-0.646602193896885,5.717742271283158,0.2725059900455007,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.64,0.11775344860224646,-0.6467421076872866,0.11775344860224646,-0.6467421076872866,0.11775344860224646,-0.6467421076872866,5.717753448602246,0.2723660762550991,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.65,0.11776447451353889,-0.6468808550413437,0.11776447451353889,-0.6468808550413437,0.11776447451353889,-0.6468808550413437,5.7177644745135385,0.27222732890104195,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.66,0.11777535015187102,-0.6470184408760808,0.11777535015187102,-0.6470184408760808,0.11777535015187102,-0.6470184408760808,5.717775350151871,0.27208974306630485,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.67,0.11778607664650131,-0.6471548701164059,0.11778607664650131,-0.6471548701164059,0.11778607664650131,-0.6471548701164059,5.717786076646501,0.27195331382597976,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.68,0.11779665511988746,-0.6472901477134394,0.11779665511988746,-0.6472901477134394,0.11779665511988746,-0.6472901477134394,5.717796655119887,0.2718180362289463,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.69,0.11780708669232798,-0.6474242786319425,0.11780708669232798,-0.6474242786319425,0.11780708669232798,-0.6474242786319425,5.717807086692328,0.2716839053104432,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.7,0.11781737247719626,-0.6475572678440629,0.11781737247719626,-0.6475572678440629,0.11781737247719626,-0.6475572678440629,5.717817372477196,0.2715509160983228,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.71,0.11782751358342924,-0.6476891203470923,0.11782751358342924,-0.6476891203470923,0.11782751358342924,-0.6476891203470923,5.717827513583429,0.27141906359529344,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.72,0.11783751111366136,-0.6478198411414556,0.11783751111366136,-0.6478198411414556,0.11783751111366136,-0.6478198411414556,5.717837511113661,0.27128834280093006,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.73,0.11784736616526459,-0.6479494352483932,0.11784736616526459,-0.6479494352483932,0.11784736616526459,-0.6479494352483932,5.717847366165264,0.2711587486939925,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.74,0.11785707983200755,-0.6480779077012594,0.11785707983200755,-0.6480779077012594,0.11785707983200755,-0.6480779077012594,5.717857079832007,0.2710302762411263,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.75,0.11786665320119649,-0.6482052635395341,0.11786665320119649,-0.6482052635395341,0.11786665320119649,-0.6482052635395341,5.717866653201196,0.2709029204028516,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.76,0.11787608735341237,-0.6483315078173267,0.11787608735341237,-0.6483315078173267,0.11787608735341237,-0.6483315078173267,5.717876087353412,0.27077667612505896,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.77,0.11788538336582555,-0.648456645601319,0.11788538336582555,-0.648456645601319,0.11788538336582555,-0.648456645601319,5.717885383365825,0.2706515383410667,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.78,0.117894542310089,-0.648580681968265,0.117894542310089,-0.648580681968265,0.117894542310089,-0.648580681968265,5.717894542310089,0.2705275019741207,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.79,0.11790356525089862,-0.6487036219976386,0.11790356525089862,-0.6487036219976386,0.11790356525089862,-0.6487036219976386,5.717903565250898,0.27040456194474705,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.8,0.11791245324913024,-0.6488254707892553,0.11791245324913024,-0.6488254707892553,0.11791245324913024,-0.6488254707892553,5.71791245324913,0.27028271315313035,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.81,0.11792120735744138,-0.6489462334384751,0.11792120735744138,-0.6489462334384751,0.11792120735744138,-0.6489462334384751,5.717921207357441,0.27016195050391056,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.82,0.11792982862559054,-0.6490659150588994,0.11792982862559054,-0.6490659150588994,0.11792982862559054,-0.6490659150588994,5.71792982862559,0.27004226888348626,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.83,0.11793831809735345,-0.6491845207706713,0.11793831809735345,-0.6491845207706713,0.11793831809735345,-0.6491845207706713,5.717938318097353,0.26992366317171435,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.84,0.11794667680973259,-0.6493020556923511,0.11794667680973259,-0.6493020556923511,0.11794667680973259,-0.6493020556923511,5.717946676809732,0.2698061282500346,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.85,0.11795490579557644,-0.6494185249603571,0.11795490579557644,-0.6494185249603571,0.11795490579557644,-0.6494185249603571,5.717954905795576,0.26968965898202857,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.86,0.11796300608019816,-0.6495339337044448,0.11796300608019816,-0.6495339337044448,0.11796300608019816,-0.6495339337044448,5.717963006080198,0.2695742502379409,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.87,0.11797097868495587,-0.649648287070131,0.11797097868495587,-0.649648287070131,0.11797097868495587,-0.649648287070131,5.7179709786849555,0.2694598968722547,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
8.88,0.11797882462577824,-0.649761590206748,0.11797882462577824,-0.649761590206748,0.11797882462577824,-0.649761590206748,5.717978824625778,0.26934659373563774,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
